timestamp,heart_rate_bpm,steps,sleeping,spo2_pct,calories_burned,hour,day_of_week,is_weekend,is_anomaly,anomaly_type
2024-01-01 05:05:00,59.3,0,1,97.2,2.71,5,0,0,0,normal
2024-01-01 05:10:00,51.9,0,1,96.8,2.25,5,0,0,0,normal
2024-01-01 05:15:00,59.9,440,1,97.4,3.06,5,0,0,1,sleep_disturbance_steps
2024-01-01 05:20:00,61.6,0,1,97.1,3.22,5,0,0,0,normal
2024-01-01 05:25:00,60.8,0,1,97.3,3.15,5,0,0,0,normal
2024-01-01 05:30:00,59.5,0,1,97.7,3.63,5,0,0,0,normal
2024-01-01 05:35:00,60.3,0,1,97.6,4.17,5,0,0,0,normal
2024-01-01 05:40:00,49.7,0,1,97.2,2.1,5,0,0,0,normal
2024-01-01 05:45:00,58.5,0,1,98.4,3.44,5,0,0,0,normal
2024-01-01 05:50:00,52.0,0,1,98.4,3.23,5,0,0,0,normal
2024-01-01 05:55:00,53.0,0,1,98.2,2.5,5,0,0,0,normal
2024-01-01 06:00:00,79.8,91,0,97.5,7.11,6,0,0,0,normal
2024-01-01 06:05:00,82.4,83,0,96.9,7.66,6,0,0,0,normal
2024-01-01 06:10:00,87.4,81,0,97.5,7.41,6,0,0,0,normal
2024-01-01 06:15:00,80.6,85,0,98.2,8.09,6,0,0,0,normal
2024-01-01 06:20:00,76.6,80,0,97.9,7.95,6,0,0,0,normal
2024-01-01 06:25:00,71.3,79,0,97.5,5.7,6,0,0,0,normal
2024-01-01 06:30:00,83.3,71,0,97.0,6.9,6,0,0,0,normal
2024-01-01 06:35:00,75.8,70,0,97.1,6.61,6,0,0,0,normal
2024-01-01 06:40:00,89.5,83,0,97.5,7.76,6,0,0,0,normal
2024-01-01 06:45:00,79.4,77,0,97.2,6.19,6,0,0,0,normal
2024-01-01 06:50:00,81.4,80,0,97.7,7.28,6,0,0,0,normal
2024-01-01 06:55:00,77.5,72,0,96.8,7.53,6,0,0,0,normal
2024-01-01 07:00:00,80.1,203,0,97.1,11.62,7,0,0,0,normal
2024-01-01 07:05:00,83.9,204,0,98.5,12.07,7,0,0,0,normal
2024-01-01 07:10:00,78.9,196,0,97.1,11.73,7,0,0,0,normal
2024-01-01 07:15:00,78.2,185,0,97.9,11.31,7,0,0,0,normal
2024-01-01 07:20:00,76.8,193,0,97.8,10.74,7,0,0,0,normal
2024-01-01 07:25:00,83.3,183,0,96.7,11.15,7,0,0,0,normal
2024-01-01 07:30:00,87.2,189,0,97.2,12.08,7,0,0,0,normal
2024-01-01 07:35:00,82.7,181,0,97.4,11.43,7,0,0,0,normal
2024-01-01 07:40:00,81.1,186,0,97.3,11.72,7,0,0,0,normal
2024-01-01 07:45:00,82.8,196,0,97.3,11.04,7,0,0,0,normal
2024-01-01 07:50:00,76.8,188,0,98.3,11.94,7,0,0,0,normal
2024-01-01 07:55:00,76.0,182,0,98.1,11.23,7,0,0,0,normal
2024-01-01 08:00:00,77.0,189,0,97.1,11.48,8,0,0,0,normal
2024-01-01 08:05:00,83.7,180,0,97.2,11.32,8,0,0,0,normal
2024-01-01 08:10:00,86.6,209,0,97.0,12.76,8,0,0,0,normal
2024-01-01 08:15:00,69.4,198,0,98.2,11.62,8,0,0,0,normal
2024-01-01 08:20:00,81.3,208,0,97.9,11.95,8,0,0,0,normal
2024-01-01 08:25:00,87.8,227,0,97.2,12.98,8,0,0,0,normal
2024-01-01 08:30:00,79.6,204,0,89.7,12.09,8,0,0,1,low_spo2
2024-01-01 08:35:00,83.0,224,0,96.3,13.81,8,0,0,0,normal
2024-01-01 08:40:00,74.1,185,0,97.4,11.52,8,0,0,0,normal
2024-01-01 08:45:00,74.7,237,0,97.8,12.83,8,0,0,0,normal
2024-01-01 08:50:00,76.8,211,0,97.6,12.21,8,0,0,0,normal
2024-01-01 08:55:00,88.9,173,0,96.9,12.26,8,0,0,0,normal
2024-01-01 09:00:00,79.0,43,0,97.6,5.56,9,0,0,0,normal
2024-01-01 09:05:00,100.1,44,0,98.1,6.47,9,0,0,0,normal
2024-01-01 09:10:00,96.7,48,0,97.0,6.5,9,0,0,0,normal
2024-01-01 09:15:00,94.8,48,0,96.9,6.32,9,0,0,0,normal
2024-01-01 09:20:00,96.7,48,0,96.8,5.92,9,0,0,0,normal
2024-01-01 09:25:00,89.5,60,0,98.1,6.7,9,0,0,0,normal
2024-01-01 09:30:00,84.6,50,0,97.3,5.37,9,0,0,0,normal
2024-01-01 09:35:00,90.6,52,0,98.0,5.79,9,0,0,0,normal
2024-01-01 09:40:00,85.3,52,0,97.6,5.64,9,0,0,0,normal
2024-01-01 09:45:00,81.6,53,0,98.8,5.72,9,0,0,0,normal
2024-01-01 09:50:00,90.3,52,0,97.2,6.4,9,0,0,0,normal
2024-01-01 09:55:00,85.2,44,0,98.4,6.26,9,0,0,0,normal
2024-01-01 10:00:00,77.7,51,0,97.4,6.29,10,0,0,0,normal
2024-01-01 10:05:00,74.9,63,0,97.5,6.67,10,0,0,0,normal
2024-01-01 10:10:00,102.0,58,0,97.5,6.68,10,0,0,0,normal
2024-01-01 10:15:00,89.0,46,0,97.6,5.88,10,0,0,0,normal
2024-01-01 10:20:00,93.4,47,0,97.5,6.48,10,0,0,0,normal
2024-01-01 10:25:00,72.0,55,0,96.6,5.71,10,0,0,0,normal
2024-01-01 10:30:00,69.4,54,0,96.9,5.61,10,0,0,0,normal
2024-01-01 10:35:00,100.8,50,0,98.3,6.82,10,0,0,0,normal
2024-01-01 10:40:00,85.7,56,0,96.9,6.73,10,0,0,0,normal
2024-01-01 10:45:00,83.2,60,0,97.6,6.75,10,0,0,0,normal
2024-01-01 10:50:00,97.2,50,0,97.0,7.29,10,0,0,0,normal
2024-01-01 10:55:00,102.8,47,0,97.7,6.16,10,0,0,0,normal
2024-01-01 11:00:00,96.4,58,0,97.9,7.53,11,0,0,0,normal
2024-01-01 11:05:00,39.3,55,0,97.1,6.72,11,0,0,1,bradycardia
2024-01-01 11:10:00,95.2,53,0,97.5,7.04,11,0,0,0,normal
2024-01-01 11:15:00,87.5,54,0,97.6,7.15,11,0,0,0,normal
2024-01-01 11:20:00,84.3,56,0,97.7,7.24,11,0,0,0,normal
2024-01-01 11:25:00,76.6,42,0,96.4,4.95,11,0,0,0,normal
2024-01-01 11:30:00,95.5,48,0,97.5,5.98,11,0,0,0,normal
2024-01-01 11:35:00,78.2,59,0,98.2,6.41,11,0,0,0,normal
2024-01-01 11:40:00,94.7,57,0,97.9,6.54,11,0,0,0,normal
2024-01-01 11:45:00,94.8,46,0,97.2,6.53,11,0,0,0,normal
2024-01-01 11:50:00,40.6,41,0,97.5,6.41,11,0,0,1,bradycardia
2024-01-01 11:55:00,80.1,47,0,97.5,5.85,11,0,0,0,normal
2024-01-01 12:00:00,85.6,39,0,97.3,6.72,12,0,0,0,normal
2024-01-01 12:05:00,94.4,57,0,98.0,7.04,12,0,0,0,normal
2024-01-01 12:10:00,79.5,57,0,97.2,7.75,12,0,0,0,normal
2024-01-01 12:15:00,78.6,54,0,97.8,6.64,12,0,0,0,normal
2024-01-01 12:20:00,73.5,55,0,98.5,5.1,12,0,0,0,normal
2024-01-01 12:25:00,103.3,41,0,97.9,6.99,12,0,0,0,normal
2024-01-01 12:30:00,67.5,52,0,97.6,5.65,12,0,0,0,normal
2024-01-01 12:35:00,74.8,37,0,97.4,4.15,12,0,0,0,normal
2024-01-01 12:40:00,83.4,42,0,97.8,6.18,12,0,0,0,normal
2024-01-01 12:45:00,85.9,40,0,97.7,5.97,12,0,0,0,normal
2024-01-01 12:50:00,88.8,50,0,97.7,6.47,12,0,0,0,normal
2024-01-01 12:55:00,80.3,54,0,97.7,6.36,12,0,0,0,normal
2024-01-01 13:00:00,89.8,52,0,98.5,6.34,13,0,0,0,normal
2024-01-01 13:05:00,78.7,53,0,98.3,6.58,13,0,0,0,normal
2024-01-01 13:10:00,74.1,53,0,97.0,6.14,13,0,0,0,normal
2024-01-01 13:15:00,76.8,54,0,96.7,5.24,13,0,0,0,normal
2024-01-01 13:20:00,102.6,49,0,98.3,7.03,13,0,0,0,normal
2024-01-01 13:25:00,105.3,51,0,96.6,7.6,13,0,0,0,normal
2024-01-01 13:30:00,88.3,63,0,97.7,6.8,13,0,0,0,normal
2024-01-01 13:35:00,100.9,51,0,97.2,7.78,13,0,0,0,normal
2024-01-01 13:40:00,78.9,50,0,97.8,6.1,13,0,0,0,normal
2024-01-01 13:45:00,84.8,52,0,97.5,6.15,13,0,0,0,normal
2024-01-01 13:50:00,86.4,44,0,97.9,6.52,13,0,0,0,normal
2024-01-01 13:55:00,112.9,42,0,96.9,7.11,13,0,0,0,normal
2024-01-01 14:00:00,74.6,48,0,97.6,5.81,14,0,0,0,normal
2024-01-01 14:05:00,100.6,39,0,98.1,5.74,14,0,0,0,normal
2024-01-01 14:10:00,79.0,47,0,97.1,5.45,14,0,0,0,normal
2024-01-01 14:15:00,97.5,46,0,98.6,6.92,14,0,0,0,normal
2024-01-01 14:20:00,79.6,51,0,97.8,6.84,14,0,0,0,normal
2024-01-01 14:25:00,86.5,63,0,96.8,6.79,14,0,0,0,normal
2024-01-01 14:30:00,93.7,54,0,97.8,6.38,14,0,0,0,normal
2024-01-01 14:35:00,81.6,49,0,96.7,6.45,14,0,0,0,normal
2024-01-01 14:40:00,85.3,57,0,98.1,6.31,14,0,0,0,normal
2024-01-01 14:45:00,90.1,57,0,97.6,8.04,14,0,0,0,normal
2024-01-01 14:50:00,86.4,37,0,97.0,6.05,14,0,0,0,normal
2024-01-01 14:55:00,93.5,44,0,97.1,5.92,14,0,0,0,normal
2024-01-01 15:00:00,83.4,40,0,97.3,5.97,15,0,0,0,normal
2024-01-01 15:05:00,74.3,53,0,98.0,5.33,15,0,0,0,normal
2024-01-01 15:10:00,101.8,55,0,97.3,7.29,15,0,0,0,normal
2024-01-01 15:15:00,91.0,43,0,96.9,5.78,15,0,0,0,normal
2024-01-01 15:20:00,77.4,46,0,97.5,4.59,15,0,0,0,normal
2024-01-01 15:25:00,102.8,49,0,96.9,6.99,15,0,0,0,normal
2024-01-01 15:30:00,86.2,50,0,97.6,6.22,15,0,0,0,normal
2024-01-01 15:35:00,83.7,46,0,98.1,6.28,15,0,0,0,normal
2024-01-01 15:40:00,84.1,71,0,97.9,7.25,15,0,0,0,normal
2024-01-01 15:45:00,99.1,51,0,98.1,7.59,15,0,0,0,normal
2024-01-01 15:50:00,92.6,44,0,97.4,5.67,15,0,0,0,normal
2024-01-01 15:55:00,92.5,53,0,97.4,6.88,15,0,0,0,normal
2024-01-01 16:00:00,102.9,55,0,97.4,6.79,16,0,0,0,normal
2024-01-01 16:05:00,94.0,57,0,97.2,7.6,16,0,0,0,normal
2024-01-01 16:10:00,72.4,51,0,97.5,5.75,16,0,0,0,normal
2024-01-01 16:15:00,88.5,57,0,97.1,7.51,16,0,0,0,normal
2024-01-01 16:20:00,91.5,47,0,98.2,6.29,16,0,0,0,normal
2024-01-01 16:25:00,40.4,60,0,97.3,7.05,16,0,0,1,bradycardia
2024-01-01 16:30:00,101.2,39,0,97.2,7.75,16,0,0,0,normal
2024-01-01 16:35:00,109.8,54,0,98.1,8.08,16,0,0,0,normal
2024-01-01 16:40:00,102.4,54,0,97.2,5.83,16,0,0,0,normal
2024-01-01 16:45:00,92.0,52,0,97.4,6.03,16,0,0,0,normal
2024-01-01 16:50:00,102.0,47,0,97.3,6.33,16,0,0,0,normal
2024-01-01 16:55:00,89.0,46,0,96.6,6.18,16,0,0,0,normal
2024-01-01 17:00:00,87.5,199,0,98.2,12.47,17,0,0,0,normal
2024-01-01 17:05:00,85.8,204,0,97.7,12.74,17,0,0,0,normal
2024-01-01 17:10:00,78.9,189,0,97.1,11.15,17,0,0,0,normal
2024-01-01 17:15:00,91.1,159,0,97.1,9.64,17,0,0,0,normal
2024-01-01 17:20:00,91.6,202,0,97.5,12.65,17,0,0,0,normal
2024-01-01 17:25:00,97.9,186,0,96.9,12.57,17,0,0,0,normal
2024-01-01 17:30:00,89.7,189,0,97.2,12.36,17,0,0,0,normal
2024-01-01 17:35:00,87.4,202,0,97.3,12.13,17,0,0,0,normal
2024-01-01 17:40:00,85.6,196,0,98.5,11.76,17,0,0,0,normal
2024-01-01 17:45:00,86.0,184,0,97.1,11.6,17,0,0,0,normal
2024-01-01 17:50:00,85.3,198,0,97.8,12.21,17,0,0,0,normal
2024-01-01 17:55:00,90.8,215,0,97.1,13.31,17,0,0,0,normal
2024-01-01 18:00:00,94.7,196,0,97.8,11.96,18,0,0,0,normal
2024-01-01 18:05:00,90.9,222,0,97.3,13.19,18,0,0,0,normal
2024-01-01 18:10:00,83.8,205,0,96.9,12.47,18,0,0,0,normal
2024-01-01 18:15:00,146.4,207,0,97.5,12.04,18,0,0,1,tachycardia
2024-01-01 18:20:00,100.2,220,0,97.6,13.36,18,0,0,0,normal
2024-01-01 18:25:00,101.4,192,0,97.7,12.57,18,0,0,0,normal
2024-01-01 18:30:00,80.4,185,0,98.0,11.17,18,0,0,0,normal
2024-01-01 18:35:00,92.9,205,0,98.1,12.7,18,0,0,0,normal
2024-01-01 18:40:00,88.8,193,0,97.1,11.92,18,0,0,0,normal
2024-01-01 18:45:00,94.0,200,0,98.0,13.31,18,0,0,0,normal
2024-01-01 18:50:00,91.8,207,0,97.8,12.96,18,0,0,0,normal
2024-01-01 18:55:00,71.3,218,0,96.4,12.41,18,0,0,0,normal
2024-01-01 19:00:00,83.7,165,0,97.7,10.86,19,0,0,0,normal
2024-01-01 19:05:00,91.1,142,0,97.2,10.46,19,0,0,0,normal
2024-01-01 19:10:00,68.6,153,0,97.4,10.14,19,0,0,0,normal
2024-01-01 19:15:00,87.5,153,0,97.9,10.91,19,0,0,0,normal
2024-01-01 19:20:00,80.1,163,0,97.5,10.61,19,0,0,0,normal
2024-01-01 19:25:00,89.7,147,0,98.8,11.13,19,0,0,0,normal
2024-01-01 19:30:00,103.0,155,0,96.9,10.78,19,0,0,0,normal
2024-01-01 19:35:00,83.9,155,0,96.3,11.09,19,0,0,0,normal
2024-01-01 19:40:00,81.1,145,0,97.4,9.9,19,0,0,0,normal
2024-01-01 19:45:00,77.0,151,0,97.2,10.47,19,0,0,0,normal
2024-01-01 19:50:00,88.4,146,0,97.4,9.8,19,0,0,0,normal
2024-01-01 19:55:00,82.1,134,0,98.0,8.91,19,0,0,0,normal
2024-01-01 20:00:00,90.3,143,0,98.3,10.35,20,0,0,0,normal
2024-01-01 20:05:00,77.6,145,0,96.4,10.48,20,0,0,0,normal
2024-01-01 20:10:00,146.5,156,0,97.4,11.28,20,0,0,1,tachycardia
2024-01-01 20:15:00,85.5,166,0,97.9,11.0,20,0,0,0,normal
2024-01-01 20:20:00,72.5,149,0,97.2,8.55,20,0,0,0,normal
2024-01-01 20:25:00,87.1,147,0,97.9,9.85,20,0,0,0,normal
2024-01-01 20:30:00,91.0,147,0,97.7,9.42,20,0,0,0,normal
2024-01-01 20:35:00,76.5,136,0,98.2,8.81,20,0,0,0,normal
2024-01-01 20:40:00,71.9,127,0,98.1,9.32,20,0,0,0,normal
2024-01-01 20:45:00,99.4,135,0,97.3,10.41,20,0,0,0,normal
2024-01-01 20:50:00,76.6,148,0,97.3,9.68,20,0,0,0,normal
2024-01-01 20:55:00,70.9,144,0,96.8,9.49,20,0,0,0,normal
2024-01-01 21:00:00,81.9,143,0,98.1,9.25,21,0,0,0,normal
2024-01-01 21:05:00,96.2,135,0,96.6,9.93,21,0,0,0,normal
2024-01-01 21:10:00,85.4,152,0,97.9,10.22,21,0,0,0,normal
2024-01-01 21:15:00,73.2,158,0,97.6,9.78,21,0,0,0,normal
2024-01-01 21:20:00,82.7,165,0,96.9,10.08,21,0,0,0,normal
2024-01-01 21:25:00,86.4,150,0,96.3,10.94,21,0,0,0,normal
2024-01-01 21:30:00,95.8,168,0,97.4,11.37,21,0,0,0,normal
2024-01-01 21:35:00,99.5,158,0,97.4,11.15,21,0,0,0,normal
2024-01-01 21:40:00,153.4,180,0,97.2,10.82,21,0,0,1,tachycardia
2024-01-01 21:45:00,90.9,135,0,97.9,10.2,21,0,0,0,normal
2024-01-01 21:50:00,76.4,149,0,97.6,9.08,21,0,0,0,normal
2024-01-01 21:55:00,86.8,177,0,97.4,11.39,21,0,0,0,normal
2024-01-01 22:00:00,62.8,86,0,97.5,6.55,22,0,0,0,normal
2024-01-01 22:05:00,62.4,96,0,97.2,6.78,22,0,0,0,normal
2024-01-01 22:10:00,58.8,83,0,97.5,5.81,22,0,0,0,normal
2024-01-01 22:15:00,67.9,83,0,96.9,6.1,22,0,0,0,normal
2024-01-01 22:20:00,60.3,80,0,98.2,5.78,22,0,0,0,normal
2024-01-01 22:25:00,59.4,75,0,97.0,5.65,22,0,0,0,normal
2024-01-01 22:30:00,53.8,66,0,98.1,5.73,22,0,0,0,normal
2024-01-01 22:35:00,60.3,94,0,98.0,6.6,22,0,0,0,normal
2024-01-01 22:40:00,59.7,85,0,97.1,6.51,22,0,0,0,normal
2024-01-01 22:45:00,59.3,80,0,97.4,5.46,22,0,0,0,normal
2024-01-01 22:50:00,66.1,91,0,97.3,6.6,22,0,0,0,normal
2024-01-01 22:55:00,63.1,74,0,98.3,6.69,22,0,0,0,normal
2024-01-01 23:00:00,64.0,0,1,97.1,3.31,23,0,0,0,normal
2024-01-01 23:05:00,49.3,0,1,97.6,1.79,23,0,0,0,normal
2024-01-01 23:10:00,53.5,0,1,90.3,3.25,23,0,0,1,low_spo2
2024-01-01 23:15:00,59.8,0,1,97.8,2.31,23,0,0,0,normal
2024-01-01 23:20:00,60.6,0,1,97.5,3.32,23,0,0,0,normal
2024-01-01 23:25:00,56.2,389,1,98.3,2.3,23,0,0,1,sleep_disturbance_steps
2024-01-01 23:30:00,59.0,0,1,97.5,3.02,23,0,0,0,normal
2024-01-01 23:35:00,49.1,0,1,97.1,2.53,23,0,0,0,normal
2024-01-01 23:40:00,57.2,0,1,97.6,2.27,23,0,0,0,normal
2024-01-01 23:45:00,63.5,0,1,97.8,2.6,23,0,0,0,normal
2024-01-01 23:50:00,62.4,0,1,97.0,2.81,23,0,0,0,normal
2024-01-01 23:55:00,62.2,0,1,91.2,2.94,23,0,0,1,low_spo2
2024-01-02 00:00:00,54.5,0,1,97.4,2.7,0,1,0,0,normal
2024-01-02 00:05:00,55.0,0,1,97.6,3.21,0,1,0,0,normal
2024-01-02 00:10:00,53.9,0,1,97.5,2.69,0,1,0,0,normal
2024-01-02 00:15:00,60.3,0,1,97.7,3.01,0,1,0,0,normal
2024-01-02 00:20:00,55.2,0,1,97.6,2.84,0,1,0,0,normal
2024-01-02 00:25:00,56.2,0,1,97.8,2.86,0,1,0,0,normal
2024-01-02 00:30:00,61.8,0,1,98.1,3.29,0,1,0,0,normal
2024-01-02 00:35:00,58.6,0,1,97.4,3.34,0,1,0,0,normal
2024-01-02 00:40:00,58.6,0,1,97.9,2.92,0,1,0,0,normal
2024-01-02 00:45:00,52.5,0,1,97.7,2.36,0,1,0,0,normal
2024-01-02 00:50:00,52.8,0,1,96.7,2.75,0,1,0,0,normal
2024-01-02 00:55:00,60.4,0,1,97.2,3.34,0,1,0,0,normal
2024-01-02 01:00:00,55.2,0,1,97.2,1.99,1,1,0,0,normal
2024-01-02 01:05:00,61.8,0,1,97.4,2.17,1,1,0,0,normal
2024-01-02 01:10:00,54.3,0,1,98.0,3.13,1,1,0,0,normal
2024-01-02 01:15:00,58.4,0,1,97.3,3.0,1,1,0,0,normal
2024-01-02 01:20:00,56.5,0,1,97.0,2.61,1,1,0,0,normal
2024-01-02 01:25:00,57.5,0,1,97.9,3.54,1,1,0,0,normal
2024-01-02 01:30:00,62.8,0,1,97.9,2.63,1,1,0,0,normal
2024-01-02 01:35:00,51.9,0,1,96.7,3.13,1,1,0,0,normal
2024-01-02 01:40:00,54.0,518,1,97.0,2.24,1,1,0,1,sleep_disturbance_steps
2024-01-02 01:45:00,64.6,0,1,97.9,3.02,1,1,0,0,normal
2024-01-02 01:50:00,59.8,0,1,97.8,2.84,1,1,0,0,normal
2024-01-02 01:55:00,64.2,0,1,96.6,2.89,1,1,0,0,normal
2024-01-02 02:00:00,60.1,0,1,97.2,3.28,2,1,0,0,normal
2024-01-02 02:05:00,52.9,0,1,97.9,3.07,2,1,0,0,normal
2024-01-02 02:10:00,50.3,0,1,97.6,2.98,2,1,0,0,normal
2024-01-02 02:15:00,63.4,0,1,98.0,2.91,2,1,0,0,normal
2024-01-02 02:20:00,54.2,0,1,96.9,3.17,2,1,0,0,normal
2024-01-02 02:25:00,47.6,0,1,97.5,2.65,2,1,0,0,normal
2024-01-02 02:30:00,56.3,0,1,97.7,3.28,2,1,0,0,normal
2024-01-02 02:35:00,65.7,0,1,97.5,3.14,2,1,0,0,normal
2024-01-02 02:40:00,52.5,0,1,97.4,2.14,2,1,0,0,normal
2024-01-02 02:45:00,58.3,0,1,97.9,3.33,2,1,0,0,normal
2024-01-02 02:50:00,56.6,0,1,97.2,2.41,2,1,0,0,normal
2024-01-02 02:55:00,62.6,0,1,97.1,2.8,2,1,0,0,normal
2024-01-02 03:00:00,65.0,0,1,97.2,3.05,3,1,0,0,normal
2024-01-02 03:05:00,64.3,0,1,98.1,2.58,3,1,0,0,normal
2024-01-02 03:10:00,54.3,0,1,97.2,2.59,3,1,0,0,normal
2024-01-02 03:15:00,51.8,0,1,97.5,3.39,3,1,0,0,normal
2024-01-02 03:20:00,52.6,0,1,96.7,2.26,3,1,0,0,normal
2024-01-02 03:25:00,62.4,0,1,96.9,3.13,3,1,0,0,normal
2024-01-02 03:30:00,56.4,0,1,97.6,2.98,3,1,0,0,normal
2024-01-02 03:35:00,64.1,0,1,98.0,2.35,3,1,0,0,normal
2024-01-02 03:40:00,58.2,0,1,97.6,3.69,3,1,0,0,normal
2024-01-02 03:45:00,55.7,0,1,97.4,2.75,3,1,0,0,normal
2024-01-02 03:50:00,56.2,0,1,97.7,2.39,3,1,0,0,normal
2024-01-02 03:55:00,50.8,476,1,97.3,3.42,3,1,0,1,sleep_disturbance_steps
2024-01-02 04:00:00,62.8,0,1,98.1,3.62,4,1,0,0,normal
2024-01-02 04:05:00,58.1,0,1,97.8,2.62,4,1,0,0,normal
2024-01-02 04:10:00,66.3,0,1,97.3,4.05,4,1,0,0,normal
2024-01-02 04:15:00,59.9,0,1,97.7,2.28,4,1,0,0,normal
2024-01-02 04:20:00,57.7,0,1,98.4,2.84,4,1,0,0,normal
2024-01-02 04:25:00,50.7,0,1,97.6,2.96,4,1,0,0,normal
2024-01-02 04:30:00,65.0,0,1,97.1,3.74,4,1,0,0,normal
2024-01-02 04:35:00,57.5,0,1,97.6,2.77,4,1,0,0,normal
2024-01-02 04:40:00,55.2,0,1,97.5,3.16,4,1,0,0,normal
